@RELATION nfl

@ATTRIBUTE Year real
@ATTRIBUTE Week real
@ATTRIBUTE homeTotalYds real
@ATTRIBUTE homePassYds real
@ATTRIBUTE homeRushYds real
@ATTRIBUTE homeFirstDowns real
@ATTRIBUTE homeTurnovers real
@ATTRIBUTE homePunts real
@ATTRIBUTE homePosTime real
@ATTRIBUTE awayTotalYds real
@ATTRIBUTE awayPassYds real
@ATTRIBUTE awayRushYds real
@ATTRIBUTE awayFirstDowns real
@ATTRIBUTE awayTurnovers real
@ATTRIBUTE awayPunts real
@ATTRIBUTE awayPosTime real
@ATTRIBUTE class {H,A}

@Data
2014,12,293,169,124,16,0,3,2127,204,140,64,12,1,7,1473,H
2014,12,450,249,201,29,1,1,2057,313,216,97,25,1,3,1543,H
2014,12,312,246,66,16,3,6,1805,213,77,136,12,1,8,1795,H
2014,12,417,328,89,27,1,4,2107,385,266,119,18,1,4,1493,A
2014,12,525,399,126,26,1,3,1785,449,234,215,23,1,2,1815,A
2014,13,474,383,91,28,1,3,2005,269,256,13,18,2,6,1595,H
2014,13,267,174,93,16,3,5,1775,464,208,256,26,1,3,1825,A
2014,13,164,100,64,16,3,5,1481,379,222,157,16,0,4,2119,A
2014,13,350,225,125,24,0,1,1811,440,376,64,31,2,1,1789,A
2014,13,287,181,106,15,2,5,1855,315,241,74,19,3,6,1745,H
2014,13,457,358,99,24,1,3,1996,320,237,83,19,4,5,1604,H
2014,13,487,361,126,19,3,3,1435,425,341,84,24,1,6,2165,H
2014,13,258,140,118,18,0,7,1521,329,213,116,22,3,5,2079,H
2014,13,210,118,92,12,0,6,1452,348,170,178,23,1,6,2148,H
2014,13,538,435,103,36,2,2,2039,393,250,143,20,0,6,1561,A
2014,13,348,176,172,17,0,6,1384,244,183,61,17,5,8,2216,H
2014,13,263,188,75,14,1,6,1763,288,176,112,19,3,6,1837,A
2014,13,500,358,142,22,1,3,2223,329,294,35,18,3,5,1377,H
2014,13,478,348,130,24,0,1,2195,320,236,84,20,0,4,1405,H
2014,13,151,110,41,11,3,5,1273,388,174,214,21,1,4,2327,A
2014,13,326,49,277,18,1,4,1955,291,217,74,16,1,4,1645,A
2014,14,376,341,35,23,2,4,1652,397,203,194,21,0,2,1948,A
2014,14,408,322,86,16,2,7,1635,543,350,193,25,0,6,1965,A
2014,14,248,137,111,14,2,9,1916,362,269,93,23,4,7,1684,A
2014,14,407,294,113,22,1,3,2195,233,207,26,15,3,6,1405,H
2014,14,262,188,74,17,1,4,1651,304,131,173,19,0,5,1947,A
2014,14,249,186,63,16,0,5,1782,447,264,183,26,1,4,1818,A
2014,14,411,297,114,19,2,3,1727,410,242,168,19,2,4,2152,H
2014,14,310,218,92,18,2,5,1440,497,226,271,24,0,4,2160,A
2014,14,207,146,61,12,3,6,1517,402,260,142,19,1,4,2083,A
2014,14,206,179,27,13,2,6,1631,329,198,131,19,0,4,1969,A
2014,14,366,225,141,18,0,4,1801,390,264,126,19,2,4,1799,H
2014,14,306,173,133,15,3,3,1591,415,341,74,24,3,3,2009,H
2014,14,330,236,94,19,0,5,1975,248,151,97,18,2,4,1625,H
2014,14,139,82,57,9,2,8,1084,440,252,188,28,2,6,2516,A
2014,14,216,163,53,13,1,8,1527,397,310,87,24,2,5,2073,A
2014,14,502,323,179,28,0,1,1981,465,374,91,26,1,2,1619,H
2014,15,280,211,69,13,2,8,1536,274,131,143,13,0,8,2064,A
2014,15,407,310,97,20,1,3,1757,398,353,45,22,0,3,1843,A
2014,15,314,221,93,17,1,4,1698,248,166,82,13,1,6,1902,H
2014,15,253,140,113,13,1,6,1978,333,175,158,21,2,6,1622,H
2014,15,390,269,121,28,1,3,2251,287,136,151,15,3,5,1349,H
2014,15,107,54,53,5,2,7,1268,347,103,244,24,1,2,2332,A
2014,15,233,153,80,11,0,6,1517,360,284,76,21,2,2,2083,H
2014,15,278,168,110,20,2,7,1735,289,152,137,14,2,7,1865,H
2014,15,388,295,93,16,1,7,1712,280,202,78,17,1,11,1888,H
2014,15,395,287,108,23,1,3,1574,384,308,76,23,2,4,2026,H
2014,15,287,238,49,17,1,6,1649,372,228,144,21,1,6,1951,H
2014,15,288,232,56,20,2,4,1636,337,226,111,18,0,3,1964,A
2014,15,342,253,89,17,1,6,1797,277,163,114,17,0,7,1803,A
2014,15,290,138,152,18,1,4,1738,245,105,140,14,0,5,1862,H
2014,15,294,219,75,19,4,3,1085,364,249,115,26,1,5,2515,A
2014,15,278,153,125,16,3,6,1589,443,360,83,25,1,5,2010,A
2014,16,288,111,177,17,0,7,1508,357,262,95,19,0,5,2092,H
2014,16,305,205,100,21,2,3,1676,495,361,134,30,2,2,1924,H
2014,16,447,92,355,21,3,4,1835,446,348,98,28,3,4,2059,A
2014,16,404,195,209,27,2,4,2283,228,144,84,8,1,6,1317,H
2014,16,234,170,64,17,1,6,1684,367,229,138,22,3,1,1916,A
2014,16,313,190,123,18,1,8,2098,211,178,33,15,3,8,1502,H
2014,16,493,377,116,36,2,2,1986,357,238,119,20,1,4,1614,H
2014,16,323,266,57,22,4,4,1671,403,322,81,18,0,5,1929,A
2014,16,307,191,116,16,1,4,1941,231,146,85,19,1,5,1659,A
2014,16,282,214,68,19,0,2,1733,327,288,39,22,1,1,1867,H
2014,16,109,93,16,6,1,8,1282,431,310,121,23,1,2,2318,A
2014,16,387,281,106,23,3,4,1512,514,386,128,19,0,3,2087,A
2014,16,377,250,127,25,1,2,2129,229,228,1,17,3,5,1471,H
2014,16,347,207,140,18,0,6,2027,321,308,13,15,2,8,1573,H
2014,16,216,187,29,17,1,9,1617,596,329,267,23,0,4,1983,A
2014,16,353,146,207,20,2,5,1898,385,300,85,22,4,6,1702,H
2014,17,288,225,63,16,3,5,1727,306,112,194,17,0,3,1873,A
2014,17,419,290,129,22,0,6,1757,259,150,109,16,2,7,1843,H
2014,17,377,225,152,24,2,3,2058,313,202,111,23,1,4,1542,H
2014,17,358,235,123,24,2,6,2388,233,112,121,13,0,6,1212,H
2014,17,251,140,111,15,0,5,1719,361,249,112,21,3,5,1881,H
2014,17,387,208,179,23,1,5,1724,494,390,104,18,1,2,1876,A
2014,17,311,190,121,15,1,3,1707,264,165,99,12,0,4,1893,H
2014,17,260,144,116,14,0,4,1857,268,164,104,16,1,5,1743,A
2014,17,505,429,76,22,1,7,2077,426,262,164,23,1,7,1523,A
2014,17,346,317,29,18,3,3,1502,337,221,116,19,3,3,2098,H
2014,17,280,97,183,18,1,4,1967,338,268,70,20,3,3,1633,A
2014,17,192,50,142,9,1,7,1594,378,314,64,16,0,5,2006,A
2014,17,413,309,104,20,4,4,1776,457,283,174,20,1,4,1824,A
2014,17,451,309,142,25,1,3,1981,199,132,67,10,2,9,1619,H
2014,17,395,189,206,18,0,4,1764,397,299,98,26,3,3,1836,H
2014,17,354,222,132,16,2,3,1871,245,203,42,15,3,5,1729,H
